No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,3102,1441,9927,14470
2,Kota Palopo,179,14,379,572
3,Kota Parepare,168,109,344,621
4,Kabupaten Bantaeng,171,3,272,446
5,Kabupaten Barru,72,10,109,191
6,Kabupaten Bone,322,22,361,705
7,Kabupaten Bulukumba,389,54,352,795
8,Kabupaten Enrekang,321,23,183,527
9,Kabupaten Gowa,565,324,1596,2485
10,Kabupaten Jeneponto,530,38,598,1166
11,Kabupaten Kepulauan Selayar,84,7,170,261
12,Kabupaten Luwu,239,3,135,377
13,Kabupaten Luwu Timur,446,87,1586,2119
14,Kabupaten Luwu Utara,278,40,417,735
15,Kabupaten Maros,278,78,650,1006
16,Kabupaten Pangkajene Dan Kepulauan,173,68,221,462
17,Kabupaten Pinrang,570,32,203,805
18,Kabupaten Sidenreng Rappang,119,54,180,353
19,Kabupaten Sinjai,278,23,466,767
20,Kabupaten Soppeng,82,40,237,359
21,Kabupaten Takalar,126,33,328,487
22,Kabupaten Tana Toraja,249,13,116,378
23,Kabupaten Toraja Utara,178,6,47,231
24,Kabupaten Wajo,74,25,233,332
25,Rekreasi Duta Covid19 SulSel,8,0,575,583
26,RS Lain-lain,0,0,443,443
-,Jumlah Sulsel,9001,2547,20128,31676
