No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,3102,1441,10306,14849
2,Kota Palopo,179,14,383,576
3,Kota Parepare,168,109,375,652
4,Kabupaten Bantaeng,171,3,278,452
5,Kabupaten Barru,72,10,113,195
6,Kabupaten Bone,322,22,432,776
7,Kabupaten Bulukumba,389,54,365,808
8,Kabupaten Enrekang,321,23,185,529
9,Kabupaten Gowa,565,324,1625,2514
10,Kabupaten Jeneponto,530,38,613,1181
11,Kabupaten Kepulauan Selayar,84,7,186,277
12,Kabupaten Luwu,239,3,137,379
13,Kabupaten Luwu Timur,446,87,1626,2159
14,Kabupaten Luwu Utara,278,40,431,749
15,Kabupaten Maros,278,78,685,1041
16,Kabupaten Pangkajene Dan Kepulauan,173,68,233,474
17,Kabupaten Pinrang,570,32,211,813
18,Kabupaten Sidenreng Rappang,119,54,212,385
19,Kabupaten Sinjai,278,23,488,789
20,Kabupaten Soppeng,82,40,262,384
21,Kabupaten Takalar,126,33,345,504
22,Kabupaten Tana Toraja,249,13,116,378
23,Kabupaten Toraja Utara,178,6,52,236
24,Kabupaten Wajo,74,25,244,343
25,Rekreasi Duta Covid19 SulSel,8,0,575,583
26,RS Lain-lain,0,0,443,443
-,Jumlah Sulsel,9001,2547,20921,32469
